company,cc,market_cap_usd,revenue_usd,employees,ticker
Charles River Laboratories,US,10890000000,4030000000,19700,CRL
Charles Schwab Corporation,US,176900000000,26030000000,33000,SCHW
Charoen Pokphand Indonesia,ID,3435443038,4474683544,9624,CPIN.JK
Charter Communications,US,17330000000,54640000000,91900,CHTR
Cheil Worldwide,KR,1407407407,3370370370,1464,030000.KS
Cheung Kong Infrastructure Holdings,CN,20043589744,612820513,2253,1038
Cheung Kong Infrastructure Holdings,HK,20043589744,612820513,2253,1038
Chevron Corporation,US,387690000000,185740000000,43039,CVX
"Chiba Bank, Ltd.",JP,12666666667,2146200000,4377,8331.T
China CSSC Holdings,CN,35286111111,23240277778,41839,600150
China Construction Bank,CN,301282051282,89544871795,378344,0939
China Construction Bank,HK,301282051282,89544871795,378344,0939
China Cosco Holdings (COSCO Shipping Holdings),CN,31334722222,29630555556,32768,601919
China Everbright Bank,CN,24972222222,12237500000,48483,601818
China Hongqiao Group,CN,30138461538,23162820513,51234,1378
China Hongqiao Group,HK,30138461538,23162820513,51234,1378
China International Travel Service (China Tourism Group Duty Free),CN,15731944444,7379166667,14485,601888
China Life,CN,156410256410,49851282051,97505,2628
China Life Insurance,HK,156410256410,49851282051,97505,2628
China Merchants Bank,CN,138204166667,41501388889,121585,600036
China Merchants Bank,HK,146153846154,43544871795,121585,3968
China Minsheng Bank,CN,20929166667,11625000000,61658,600016
China Mobile,CN,215277777778,145833333333,461345,600941
China Mobile,HK,229487179487,153846153846,461345,0941
China Mobile Ltd,CN,229487179487,153846153846,461345,0941
China National Nuclear Power,CN,25966666667,11212500000,22306,601985
China Overseas Land & Investment,CN,19026923077,23980769231,3130,0688
China Overseas Land & Investment,HK,19026923077,23980769231,3130,0688
China Pacific Insurance,CN,41123611111,45919444444,94990,601601
China Petroleum & Chemical Corporation (Sinopec),CN,82277777778,381944444444,351104,600028
China Railway Group Limited,CN,14786111111,150000000000,289250,601390
China Resources Beer,CN,9998717949,5419230769,24099,0291
China Resources Beer,HK,9998717949,5419230769,24099,0291
China Resources Land,CN,31083333333,40152564103,59077,1109
China Resources Land,HK,31083333333,40152564103,59077,1109
China Resources Mixc Lifestyle,CN,11483333333,2570512821,37704,1209
China Resources Mixc Lifestyle,HK,11483333333,2570512821,37704,1209
China Resources Power,CN,12816666667,13078205128,21858,0836
China Resources Power,HK,12816666667,13078205128,21858,0836
China Shenhua Energy,CN,133172222222,41073611111,91392,601088
China Shenhua Energy,HK,142307692308,43094871795,91392,1088
China State Construction Engineering,CN,26973611111,283333333333,370272,601668
China Telecom Corporation,CN,72531944444,72276388889,277911,601728
China Three Gorges Renewables (Group),CN,15604166667,3850000000,7427,600905
China Unicom,CN,26008974359,57079487179,237251,0762
China Unicom,HK,26008974359,57079487179,237251,0762
China United Network Communications (China Unicom),CN,19193055556,54401388889,237251,600050
China Vanke,CN,4937500000,31162500000,131429,000002
China Yangtze Power,CN,98858333333,12130555556,8482,600900
Chipotle Mexican Grill,US,40820000000,12140000000,130301,CMG
Cholamandalam,IN,17831325301,1587108434,51320,CHOLAFIN.NS
Chongqing Changan Automobile,CN,9073611111,22576388889,58274,000625
Chongqing Zhifei Biological Products,CN,4215277778,1215277778,6292,300122
Chow Tai Fook,CN,15821794872,12102564103,24700,1929
Chow Tai Fook Jewellery,HK,15821794872,12102564103,24700,1929
Chroma ATE,TW,28134062500,1040937500,1639,2360
Chubb Limited,US,135320000000,62030000000,45000,CB
"Chubu Electric Power Co., Inc.",JP,14866666667,23666666667,22700,9502.T
"Chugai Pharmaceutical Co., Ltd.",JP,79133333333,8600000000,5104,4519.T
Chunghwa Telecom,TW,33437500000,7509062500,19912,2412
Church & Dwight,US,22680000000,6210000000,5550,CHD
Ciena,US,57850000000,5570000000,9080,CIEN
Cigna,US,75890000000,277890000000,67700,CI
Ciments du Maroc,MA,2402000000,,,CMA
Cincinnati Financial,US,27710000000,12930000000,5705,CINF
Cintas,US,81250000000,11260000000,48300,CTAS
Cipla,IN,13734939759,3352771084,31369,CIPLA.NS
Ciputra Development,ID,686075949,798734177,4005,CTRA.JK
Cisco,US,445660000000,60750000000,86200,CSCO
Citigroup,US,220900000000,81710000000,226000,C
Citizens Financial Group,US,30000000000,8160000000,17398,CFG
City Developments,SG,5171641791,2679104478,9546,C09.SI
Clal Insurance Holdings,IL,5302702703,4700000000,3610,CLIS
Clariane,FR,1544400000,5734800000,70685,CLARI.PA
Clicks Group,ZA,2774594595,2677837838,20682,CLS.JO
Clorox,US,11380000000,6760000000,7600,CLX
CoStar Group,US,10970000000,3410000000,8441,CSGP
Coal India,IN,31807228916,20240963855,220272,COALINDIA.NS
Coca-Cola Company (The),US,348500000000,49280000000,65900,KO
Coca-Cola Europacific Partners,UK,44538900000,23152100000,37003,CCEP.L
Coca-Cola FEMSA,MX,21670000000,16230000000,108378,KOF
Coca-Cola HBC,UK,22999700000,12852400000,33582,CCH.L
Cochlear,AU,4886666667,1560000000,5500,COH.AX
Coface,FR,2613600000,1965600000,5511,COFA.PA
Cogna Educação,BR,801851852,1396296296,25000,COGN3
Cognizant,US,20150000000,21410000000,351600,CTSH
Coherent Corp.,US,61820000000,6600000000,30216,COHR
Coinbase,US,42680000000,6290000000,4951,COIN
Colgate-Palmolive,US,71800000000,20800000000,33600,CL
Coloplast,DK,13437681159,4065217391,17083,COLO-B.CO
Colorado,MA,124000000,,,
Comcast,US,80550000000,124900000000,179000,CMCSA
Comfort Systems USA,US,64950000000,10140000000,22700,FIX
Commercial Bank of Dubai,AE,7727000000,1485000000,1200,CBD.DU
Commerzbank,DE,42400800000,12528000000,40144,CBK.DE
Commonwealth Bank,AU,191393333333,18980000000,51617,CBA.AX
Compagnie Financière Richemont SA,CH,129904800000,25334600000,39601,CFR.SW
Compass Group,UK,49847500000,36720000000,590000,CPG.L
Computacenter,UK,6464300000,11671300000,20217,CCC.L
Computershare,AU,15380000000,3186666667,12891,CPU.AX
Comsys Holdings Corp.,JP,4075933333,4204400000,17765,1721.T
ConocoPhillips,US,147670000000,59380000000,9900,COP
Consolidated Edison,US,41460000000,17220000000,15407,ED
Constellation Brands,US,22140000000,9060000000,9400,STZ
Constellation Energy,US,97490000000,29870000000,15339,CEG
Constellation Software,CA,40558823529,12470588235,45000,CSU
Continental,DE,15357600000,20703600000,22076,CON.DE
Convatec,UK,5321300000,2298700000,10910,CTEC.L
Cooper Companies (The),US,13680000000,4230000000,15000,COO
Copart,US,25010000000,4640000000,11600,CPRT
Copasa,BR,4494444444,1555555556,9836,CSMG3
Copel,BR,4870370370,4111111111,4396,CPLE6
Corning Inc.,US,135550000000,16320000000,67200,GLW
Corpay,US,23490000000,4780000000,11800,CPAY
Corporación Inmobiliaria Vesta,MX,3170000000,304100000,94,VTMX
Corteva,US,59040000000,17890000000,21500,CTVA
Corticeira Amorim,PT,945177665,909947079,4341,COR
Cosan,BR,2844444444,7366666667,29142,CSAN3
Costco,US,408080000000,293590000000,341000,COST
Cosumar,MA,1748000000,,,CSR
Covivio,FR,6318000000,1263600000,968,COV.PA
Coway,KR,4711111111,3674074074,6096,021240.KS
Credit Bank of Moscow,RU,,699000000,,CBOM
"Credit Saison Co., Ltd.",JP,4512666667,3641800000,3446,8253.T
Croda International,UK,5257800000,2159000000,5954,CRDA.L
CrowdStrike,US,186950000000,5090000000,10698,CRWD
Crown Castle,US,32120000000,4160000000,4000,CCI
Crédit Agricole,FR,59583600000,28598400000,79848,ACA.PA
Crédit du Maroc,MA,1054000000,,,CDM
Cummins,US,91980000000,33890000000,67400,CMI
Cummins India,IN,18674698795,1463012048,3088,CUMMINSIND.NS
Cury,BR,1722222222,1074074074,4485,CURY3
CyberAgent Inc.,JP,4744800000,6209333333,8150,4751.T
Cyrela,BR,1701851852,1762962963,984,CYRE3
D'Ieteren,BE,10000800000,8672400000,13087,DIE.BR
D. R. Horton,US,39330000000,33350000000,14341,DHI
DB Insurance,KR,6955555556,15466666667,4479,005830.KS
DBS Group Holdings,SG,155843283582,16634328358,40187,D05.SI
DCC,UK,6832600000,19608800000,11700,DCC.L
DFI Retail Group,SG,4679104478,8514925373,79000,D01.SI
DLF,IN,19397590361,987228916,4310,DLF.NS
DMart,IN,31445783133,8585060241,16959,DMART.NS
DNB Bank,NO,40329906542,8195327103,11649,DNB.OL
DSM-Firmenich,NL,22701600000,9752400000,26873,DSFIR.AS
DSV,DK,49605797101,42140579710,148830,DSV.CO
DTE Energy,US,30840000000,16520000000,9650,DTE
DaVita,US,14920000000,13840000000,78000,DVA
Daewoong Pharmaceutical,KR,1022222222,1162962963,1644,069620.KS
"Dai Nippon Printing Co., Ltd.",JP,9066666667,10066666667,36911,7912.T
"Dai-ichi Life Insurance Company, Limited",JP,45733333333,72400000000,60138,8750.T
"Daiichi Sankyo Company, Limited",JP,32866666667,14133333333,20171,4568.T
"Daikin Industries, Ltd.",JP,44733333333,33466666667,104095,6367.T
Daimler Truck,DE,36126000000,49172400000,108655,DTG.DE
"Daiwa House Industry Co., Ltd.",JP,18866666667,37200000000,55712,1925.T
Daiwa Securities Group Inc.,JP,17266666667,9800000000,14984,8601.T
Danaher Corporation,US,133190000000,25110000000,60000,DHR
Danone,FR,48459600000,29462400000,88670,BN.PA
Danske Bank,DK,41905797101,8371014493,19724,DANSKE.CO
Daqin Railway,CN,13652777778,10890277778,88026,601006
Dar Al Arkan Real Estate Development,SA,5717333333,1101333333,391,4300.SR
Darden Restaurants,US,22170000000,13210000000,197124,DRI
Dari Couspate,MA,125000000,,,DARI
Dassault Aviation,FR,25347600000,9601200000,14573,AM.PA
Dassault Systèmes,FR,25282800000,6663600000,25724,DSY.PA
Datadog,US,86740000000,3670000000,8100,DDOG
Dawning Information Industry (Sugon),CN,19877777778,2163888889,6025,603019
Deckers Brands,US,13870000000,5470000000,6000,DECK
Deere & Company,US,165910000000,47340000000,73100,DE
Delattre Levivier Maroc,MA,7000000,,,
Delek Group,IL,4040540541,1059459459,798,DLEKG
Dell Technologies,US,286540000000,134000000000,97000,DELL
Delta Air Lines,US,53260000000,68290000000,103000,DAL
Delta Electronics,TW,151250000000,18603750000,85684,2308
Delta Holding,MA,474000000,,,DHO
Demant,DK,8295652174,3328985507,26704,DEMANT.CO
"Dena Co., Ltd.",JP,1484733333,984666667,2483,2432.T
"Denka Co., Ltd.",JP,2156733333,2561666667,6454,4061.T
Denso Corp.,JP,35800000000,50266666667,154716,6902.T
Dentsu Inc.,JP,5818200000,9666666667,67454,4324.T
Derichebourg,FR,1620000000,3747600000,5394,DBG.PA
Detsky Mir,RU,,2230000000,,DSKY
Deutsche Bank,DE,63255600000,32216400000,90067,DBK.DE
Deutsche Börse,DE,49917600000,8391600000,16475,DB1.DE
Deutsche Post,DE,68266800000,89683200000,579479,DHL.DE
Deutsche Telekom,DE,141177600000,131706000000,196586,DTE.DE
Devon Energy,US,52390000000,16000000000,2200,DVN
Dexcom,US,27220000000,4820000000,11100,DXCM
Diac Salaf,MA,2000000,,,
Diageo,UK,44475400000,18681700000,29632,DGE.L
Diamondback Energy,US,57840000000,14460000000,1762,FANG
Diasorin,IT,3834000000,1296000000,3272,DIA.MI
Digital Realty,US,67850000000,6310000000,4282,DLR
Dimri Construction,IL,2256756757,467567568,330,DIMRI
Dino Polska,PL,7417500000,8680000000,56715,DNP
Diploma,UK,12915900000,2095500000,3400,DPLM.L
Disco Corporation Ltd.,JP,50200000000,2912600000,5547,6146.T
Discovery,ZA,9223243243,4922702703,8450,DSY.JO
Disty Technologies,MA,33000000,,,
Disway,MA,145000000,,,DWY
Divi's Laboratories,IN,23373493976,1272289157,11565,DIVISLAB.NS
Do & Co,AT,2430000000,2656800000,16395,DOC.VI
Dollar General,US,25370000000,43080000000,194000,DG
Dollar Tree,US,22670000000,19750000000,153032,DLTR
Dollarama,CA,36691176471,5573529412,20020,DOL
Dominion Energy,US,62590000000,17450000000,15200,D
Domino's,US,10550000000,5030000000,10200,DPZ
Donegal Investment Group,IE,20174400,,52,DQ7A.IR
DoorDash,US,74540000000,14720000000,31400,DASH
Doosan,KR,13518518519,15222222222,1671,000150.KS
Doosan Bobcat,KR,4918518519,7074074074,142,241560.KS
Doosan Enerbility,KR,34725925926,12637037037,4444,034020.KS
Doosan Robotics,KR,3348148148,31844444,237,454910.KS
Douja Promotion Groupe Addoha,MA,1304000000,,,ADH
Dover Corporation,US,26620000000,8420000000,24000,DOV
Dow Inc.,US,22230000000,41320000000,34600,DOW
"Dowa Holdings Co., Ltd.",JP,3334800000,4969400000,8355,5714.T
Dr. Reddy's Laboratories,IN,11868674699,4047349398,27527,DRREDDY.NS
Dr. Sulaiman Al Habib Medical Services,SA,20133333333,3728000000,10475,4013.SR
DuPont,US,18550000000,6920000000,15000,DD
Dubai Electricity and Water Authority,AE,36239000000,9082000000,11206,DEWA.DU
Dubai Financial Market,AE,3049000000,241000000,164,DFM.DU
Dubai Investments,AE,4239000000,1019000000,,DIC.DU
Dubai Islamic Bank,AE,14456000000,3529000000,10000,DIB.DU
Duc Giang Chemicals,VN,576400000,450400000,2680,DGC.VN
Duke Energy,US,100510000000,32720000000,26441,DUK
E.ON,DE,55339200000,86875200000,78996,EOAN.DE
E.Sun Financial Holding,TW,18018750000,2763437500,11049,2884
EDP Renováveis,PT,16060049681,2376066530,2615,EDPR
ENN Energy,CN,6150000000,15965384615,33742,2688
ENN Energy,HK,6150000000,15965384615,33742,2688
EOG Resources,US,77860000000,23570000000,3400,EOG
EQT,SE,34652380952,3131428571,1912,EQT.ST
EQT Corporation,US,33500000000,9310000000,1523,EQT
ESSA Industries Indonesia,ID,703164557,343670886,484,ESSA.JK
EVN,AT,5832000000,3358800000,7672,EVN.VI
East Japan Railway Company,JP,27200000000,20533333333,70623,9020.T
East Money Information,CN,44565277778,2430555556,6403,300059
Eaton Corporation,US,160500000000,28520000000,97000,ETN
Ebara Corp.,JP,17466666667,6613000000,21148,6361.T
EchoStar,US,26320000000,14800000000,12100,ECHO
Ecolab,US,74330000000,16450000000,48000,ECL
Ecopro Materials,KR,1940740741,290748148,180,450080.KS
Edenred,FR,6847200000,2948400000,12102,EDEN.PA
Edison International,US,30840000000,19610000000,13725,EIX
Edwards Lifesciences,US,48130000000,6300000000,16000,EW
Eicher Motors,IN,25542168675,2820240964,5178,EICHERMOT.NS
Eiffage,FR,12603600000,28209600000,87000,FGR.PA
"Eisai Co., Ltd.",JP,8533333333,5502533333,10543,4523.T
El Puerto de Liverpool,MX,7457777778,12720555556,81723,LIVEPOLC1
Elbit Systems,IL,37700000000,8230000000,20537,ESLT
Electrical Industries Company,SA,4400000000,653333333,1529,1303.SR
Electronic Arts,US,52380000000,7530000000,14600,EA
Elevance Health,US,81800000000,201110000000,97100,ELV
Elia Group,BE,16480800000,4795200000,4572,ELI.BR
Elior,FR,565110000,6609600000,132883,ELIOR.PA
Elis,FR,5940000000,5184000000,58445,ELIS.PA
Elisa,FI,5950800000,2430000000,6068,ELISA.HE
Elite Material,TW,57187500000,3301562500,572,2383
Elm Company,SA,14296000000,2682666667,1498,7203.SR
Emaar Development,AE,14190000000,7989000000,,EMAARDEV.DU
Emaar Properties,AE,26782000000,14131000000,,EMAAR.DU
Emart,KR,1659259259,21385185185,22702,139480.KS
Embraer,BR,11044444444,7974074074,21122,EMBJ3
Emcor,US,33980000000,17750000000,44000,EME
Emeis,FR,2430000000,6372000000,84586,EMEIS.PA
Emera,CA,17205882353,6551470588,7812,EMA
Emerson Electric,US,80270000000,18320000000,71000,EMR
Emirates Integrated Telecommunications (du),AE,15267000000,4455000000,,DU.DU
Emirates NBD,AE,50427792916,13760217984,35000,EMIRATESNBD.DU
Emlak Konut GYO,TR,2330937500,2847812500,1428,EKGYO
En+ Group,RU,,10360000000,90000,ENPG
Enagás,ES,4903200000,1028322000,1402,ENG.MC
Enbridge,CA,127316176471,50772058824,14800,ENB
Endeavour Mining,UK,11163300000,3440000000,5381,EDV.L
Endesa,ES,46537200000,22626000000,8927,ELE.MC
Enel,IT,108745200000,85741200000,61544,ENEL.MI
Eneos Holdings,JP,23666666667,78466666667,34099,5020.T
Energias de Portugal,PT,20585376391,16816070850,11865,EDP
Energisa,BR,3559259259,6672222222,18000,ENGI11
Eneva,BR,9212962963,3457407407,2054,ENEV3
Engie,FR,72381600000,77695200000,84831,ENGI.PA
Engie Brasil,BR,7948148148,2455555556,1312,EGIE3
Eni,IT,70729200000,90288000000,32349,ENI.MI
Enka İnşaat,TR,16681250000,4890937500,25929,ENKAI
Enlight Renewable Energy,IL,10632432432,456756757,406,ENLT
Ennakl,MA,147000000,,,
Entain,UK,4457700000,6680200000,28413,ENT.L
Entergy,US,52840000000,13290000000,12233,ETR
Epiroc,SE,26747619048,5941904762,19086,EPI-A.ST
Eqdom,MA,267000000,,,EQD
Equatorial,BR,9161111111,9896296296,11571,EQTL3
Equifax,US,19190000000,6440000000,15000,EFX
Equinix,US,102180000000,9530000000,13716,EQIX
Equinor,NO,88371028037,105607476636,24140,EQNR.OL
Equity Residential,US,26210000000,3130000000,2400,EQR
Eramet,FR,1317600000,3013200000,8684,ERA.PA
Ereğli Demir Çelik,TR,9240000000,6720312500,12833,EREGL
Ericsson,SE,29238095238,21671428571,86536,ERIC-B.ST
Erie Indemnity,US,11180000000,4090000000,6667,ERIE
Erste Group Bank,AT,48664800000,12960000000,55431,EBS.VI
Essex Property Trust,US,19490000000,1970000000,1689,ESS
EssilorLuxottica,FR,81604800000,30769200000,155975,EL.PA
Essity,SE,18110476190,13101904762,36000,ESSITY-B.ST
Esso,FR,987076800,12279600000,1056,ES.PA
Estée Lauder Companies (The),US,28810000000,14830000000,57000,EL
Eternal,IN,31807228916,6549879518,16375,ETERNAL.NS
Etihad Etisalat (Mobily),SA,13058666667,5376000000,3000,7020.SR
Eurazeo,FR,3034800000,46126800,578,RF.PA
Eurofins Scientific,FR,13316400000,7884000000,65694,ERF.PA
Euronext,FR,16178400000,2041200000,3105,ENX.PA
Everest Group,US,14850000000,17340000000,3064,EG
Evergreen Marine,TW,13768437500,11112812500,200,2603
Evergy,US,19910000000,6030000000,4691,EVRG
Eversource Energy,US,27990000000,13930000000,10731,ES
Evolution,SE,12580000000,2163809524,16714,EVO.ST
Evolution Mining,AU,15386666667,3406666667,1273,EVN.AX
Exelon,US,48180000000,24790000000,20571,EXC
Exor,NL,15184800000,,20,EXO.AS
Expand Energy,US,22140000000,12960000000,1600,EXE
Expedia Group,US,30640000000,15170000000,16000,EXPE
Expeditors International,US,23120000000,11190000000,19800,EXPD
Experian,UK,30594300000,8128000000,25200,EXPN.L
Extra Space Storage,US,32020000000,3480000000,8393,EXR
Exxaro Resources,ZA,2543243243,2257837838,6812,EXX.JO
ExxonMobil,US,652010000000,326010000000,58000,XOM
F&C Investment Trust,UK,6731000000,,,FCIT.L
"F5, Inc.",US,22280000000,3220000000,6578,FFIV
FANUC Corp.,JP,43133333333,5718866667,10040,6954.T
FBD Holdings,IE,679341600,548240400,1045,EG7.IR
FDJ,FR,4546800000,3974400000,5755,FDJU.PA
FEMSA,MX,40200000000,47310000000,368776,FMX
FLSmidth,DK,3717391304,2055072464,5340,FLS.CO
FPT Corporation,VN,4408800000,2804400000,45507,FPT.VN
FactSet,US,8640000000,2440000000,12800,FDS
Fair Isaac,US,27810000000,2260000000,3811,FICO
Fairfax Financial Holdings,CA,38257352941,39595588235,62500,FFH
Far EasTone Telecommunications,TW,11553750000,3481875000,5941,4904
"Fast Retailing Co., Ltd.",JP,157733333333,25666666667,59522,9983.T
Fastenal,US,52410000000,8750000000,24489,FAST
Fattal Holdings,IL,3027027027,2048648649,5946,FTAL
FedEx,US,74720000000,94720000000,530000,FDX
FedEx Freight,US,23050000000,8680000000,40000,FDXF
Federal Realty Investment Trust,US,10830000000,1310000000,320,FRT
Fenie Brossette,MA,40000000,,,
Ferrari,IT,67910400000,7776000000,5740,RACE.MI
Ferrovial,ES,43718400000,10400400000,22609,FER.MC
Fertiglobe,AE,5956000000,3051000000,2700,FERTIGLB.AD
Fidelity National Information Services,US,20750000000,11440000000,44000,FIS
Fifth Third Bancorp,US,51340000000,10070000000,18676,FITB
Fincantieri,IT,4989600000,9633600000,24366,FCT.MI
FinecoBank,IT,15757200000,1414800000,1524,FBK.MI
First Abu Dhabi Bank,AE,53823000000,9270000000,5451,FAB.AD
First Financial Holding,TW,15345625000,2292500000,10299,2892
First International Bank of Israel,IL,6278378378,1856756757,3461,FIBI
First Quantum Minerals,CA,23867647059,5595588235,15661,FM
First Solar,US,22080000000,5420000000,7900,FSLR
FirstEnergy,US,28560000000,15340000000,11186,FE
FirstRand,ZA,28949729730,7529729730,51244,FSR.JO
FirstService,CA,6742647059,5713235294,31000,FSV
Fiserv,US,26590000000,21090000000,38000,FISV
Fisher & Paykel Healthcare,AU,12926666667,1383000000,7396,FPH.AX
Fleury,BR,1675925926,1574074074,29000,FLRY3
Flex Ltd.,US,47010000000,27910000000,149686,FLEX
Fluidra,ES,3704400000,2430000000,6753,FDR.MC
Focus Media Information Technology,CN,10330555556,1780555556,5084,002027
Ford Motor Company,US,56260000000,189860000000,169000,F
Ford Otosan,TR,8931875000,25397187500,24962,FROTO
Formosa Petrochemical,TW,27744375000,19215000000,6189,6505
Fortescue,AU,38500000000,16333333333,15745,FMG.AX
Fortinet,US,111470000000,7110000000,15109,FTNT
Fortis,CA,30750000000,9000000000,9900,FTS
Fortive,US,18340000000,4240000000,10000,FTV
Fortum,FI,20142000000,5929200000,4535,FORTUM.HE
Forvia,FR,1825200000,23058000000,106513,FRVIA.PA
Foshan Haitian Flavouring & Food,CN,29362500000,4109722222,9160,603288
Fox Corporation (Class A),US,23070000000,16200000000,10200,FOXA
Fox Corporation (Class B),US,22420000000,16200000000,10200,FOX
Foxconn Industrial Internet,CN,173611111111,137993055556,217084,601138
Franco-Nevada,CA,42926470588,2139705882,38,FNV
Franklin Resources,US,16660000000,9030000000,9800,BEN
Frasers Centrepoint Trust,SG,3440298507,337962687,,J69U.SI
Frasers Logistics & Commercial Trust,SG,2768656716,351858209,,BUOU.SI
Freeport-McMoRan,US,91230000000,25870000000,29000,FCX
Fresenius,DE,26503200000,24699600000,177783,FRE.DE
Fresenius Medical Care,DE,12258000000,21200400000,108165,FME.DE
Fresnillo,UK,23368000000,4305300000,7177,FRES.L
Frontline,NO,7582242991,2049532710,85,FRO.OL
Fubon Financial Holding,TW,56250000000,32812500000,42363,2881
"Fuji Electric Co., Ltd.",JP,12800000000,8200000000,26955,6504.T
Fujifilm Holdings Corp.,JP,28933333333,22400000000,73526,4901.T
Fujikura Ltd.,JP,52200000000,7866666667,50586,5803.T
Fujitsu Ltd.,JP,37533333333,23333333333,99203,6702.T
"Fukuoka Financial Group, Inc.",JP,9666666667,2820266667,8050,8354.T
"Furukawa Electric Co., Ltd.",JP,16533333333,8733333333,49112,5801.T
Fuyao Glass Industry Group,CN,19452777778,6429166667,42541,600660
GAIL,IN,13734939759,17108433735,5010,GAIL.NS
GBL,BE,10378800000,6976800000,69,GBLB.BR
GE Aerospace,US,362110000000,50640000000,57000,GE
GE HealthCare,US,28030000000,20980000000,54000,GEHC
GE Vernova,US,274490000000,39380000000,78000,GEV
GEA Group,DE,11005200000,5950800000,19670,G1A.DE
GN Store Nord,DK,1936231884,2405797101,7736,GN.CO
GS,KR,6518518519,19111111111,74,078930.KS
GS Retail,KR,1577777778,8933333333,5398,007070.KS
GSK,UK,96634300000,41630600000,66841,GSK.L
GTT,FR,7819200000,867348000,732,GTT.PA
Galaxy Entertainment Group,CN,17903846154,6319230769,21200,0027
Galaxy Entertainment Group,HK,17903846154,6319230769,21200,0027
Galp Energia,PT,15962846960,21319796954,7095,GALP
Games Workshop,UK,8432800000,825627000,3600,GAW.L
Garanti BBVA,TR,16524375000,11339062500,23376,GARAN
Garmin,US,46760000000,7460000000,23000,GRMN
Gartner,US,8750000000,6470000000,20244,IT
Gazprom,RU,,117000000000,466000,GAZP
Geberit AG,CH,19289100000,3570800000,9925,GEBN.SW
Gecina,FR,6026400000,930312000,442,GFC.PA
Geely Auto,CN,24792307692,51924358974,73000,0175
Geely Auto,HK,24792307692,51924358974,73000,0175
Gen Digital,US,15130000000,5000000000,3900,GEN
Generac,US,12350000000,4330000000,9400,GNRC
General Dynamics,US,102560000000,53810000000,117000,GD
General Mills,US,19110000000,18420000000,30000,GIS
General Motors,US,70200000000,185530000000,156000,GM
Generali,IT,69087600000,62424000000,82951,G.MI
Genmab,DK,17002898551,3665217391,3088,GMAB.CO
Genting Singapore,SG,5679104478,1828358209,13000,G13.SI
Genuine Parts Company,US,16480000000,25070000000,65000,GPC
George Weston,CA,28669117647,47867647059,220000,WN
Gerdau,BR,8275925926,12814814815,30000,GGBR4
Getlink,FR,10918800000,1868400000,3825,GET.PA
Gildan Activewear,CA,10220588235,4154411765,75000,GIL
Gilead Sciences,US,161090000000,29740000000,17000,GILD
Givaudan SA,CH,35278600000,8373300000,17580,GIVN.SW
Gjensidige Forsikring,NO,13167289720,4445794393,4150,GJF.OL
Glanbia,IE,5810400000,3628800000,4963,GL9.IR
Glencore,UK,80073500000,233578400000,80423,GLEN.L
Glencore,ZA,80704000000,235417600000,80423,GLEN.L
Glenveagh Properties,IE,1317600000,999950400,613,GVR.IR
Global Payments,US,21260000000,8860000000,26000,GPN
Global Unichip,TW,18342812500,1205312500,805,3443
Globe Life,US,13230000000,6190000000,3695,GL
GoDaddy,US,11580000000,5020000000,5845,GDDY
GoTo Gojek Tokopedia,ID,3355696203,1159493671,3505,GOTO.JK
Godrej Consumer Products,IN,13132530120,1828674699,2962,GODREJCP.NS
Gold Circuit Electronics,TW,14861250000,2101562500,8831,2368
Gold Fields,ZA,26272972973,7832432432,6560,GFI.JO
Golden Ocean Group,NO,1514018692,849532710,44,GOGL.OL
Goldman Sachs,US,330070000000,67570000000,47400,GS
Goodman Group,AU,40066666667,2066666667,1030,GMG.AX
Grasim Industries,IN,25903614458,21084337349,27327,GRASIM.NS
Gree Electric Appliances,CN,31470833333,23876388889,71966,000651
Green Cross,KR,1000000000,1474074074,2042,006280.KS
Greencoat Renewables,IE,888634800,106056000,,GRP.IR
Grifols,ES,6382800000,8121600000,25000,GRF.MC
Growthpoint Properties,ZA,3135135135,725405405,598,GRT.JO
Gruma,MX,,3800000000,17845,GRUMAB
Grupa Kęty,PL,3287500000,1377500000,6000,KTY
Grupo Aeroportuario Centro Norte,MX,5070000000,899290000,1190,OMAB
Grupo Aeroportuario del Pacífico,MX,12880000000,1900000000,3637,PAC
Grupo Aeroportuario del Sureste,MX,8170000000,2070000000,2023,ASR
Grupo Bimbo,MX,14880000000,23510000000,152780,GRBMF
Grupo Carso,MX,,5368888889,72944,GCARSOA1
Grupo Cementos de Chihuahua,MX,3763888889,1460000000,3172,GCC
Grupo Elektra,MX,5090555556,6428888889,62298,ELEKTRA
Grupo México,MX,96170000000,21030000000,31757,GMBXF
Grupo Pão de Açúcar,BR,250000000,3466666667,110000,PCAR3
Guotai Junan Securities,CN,43543055556,9248611111,26228,601211
Gübretaş,TR,4461875000,1772500000,1931,GUBRF
HCA Healthcare,US,82950000000,76390000000,320000,HCA
HCLTech,IN,40602409639,16867469880,168977,HCLTECH.NS
HD Hyundai,KR,12118518519,52785185185,42,267250.KS
HD Hyundai Electric,KR,23170370370,3037037037,2022,267260.KS
HD Hyundai Heavy Industries,KR,38711111111,13022222222,12297,329180.KS
HD Korea Shipbuilding & Offshore Engineering,KR,18518518519,22170370370,1462,009540.KS
HDBank,VN,5195600000,1318000000,18465,HDB.VN
HDFC Asset Management,IN,13132530120,556867470,1713,HDFCAMC.NS
HDFC Bank,IN,138674698795,35542168675,211178,HDFCBANK.NS
HDFC Life,IN,14457831325,12530120482,38291,HDFCLIFE.NS
