company,cc,market_cap_usd,revenue_usd,employees,ticker
ANA Holdings Inc.,JP,8666666667,16933333333,47826,9202.T
"Japan Airlines Co., Ltd.",JP,8133333333,13400000000,39076,9201.T
"Honda Motor Co., Ltd.",JP,40466666667,145333333333,195109,7267.T
Isuzu Motors Ltd.,JP,10666666667,23200000000,43005,7202.T
Mazda Motor Corp.,JP,4874066667,32800000000,47144,7261.T
Mitsubishi Motors Corp.,JP,3320000000,19333333333,27695,7211.T
"Nissan Motor Co., Ltd.",JP,7733333333,80066666667,120079,7201.T
Subaru Corp.,JP,12266666667,31866666667,37542,7270.T
Suzuki Motor Corp.,JP,26266666667,41933333333,76889,7269.T
"Yamaha Motor Company, Ltd.",JP,8333333333,17600000000,55176,7272.T
Toyota Motor Corp.,JP,232000000000,337866666667,390927,7203.T
Samsung Electronics,KR,1268562962963,247118518519,128925,005930.KS
"Aozora Bank, Ltd.",JP,2794933333,836866667,2515,8304.T
"Chiba Bank, Ltd.",JP,12666666667,2146200000,4377,8331.T
"Fukuoka Financial Group, Inc.",JP,9666666667,2820266667,8050,8354.T
"Mitsubishi UFJ Financial Group, Inc.",JP,275266666667,44733333333,184200,8306.T
"Mizuho Financial Group, Inc.",JP,142200000000,29333333333,52427,8411.T
"Resona Holdings, Inc.",JP,35133333333,7333333333,20813,8308.T
Shizuoka Financial Group,JP,11800000000,2299533333,4226,5831.T
"Sumitomo Mitsui Financial Group, Inc.",JP,181533333333,29200000000,123000,8316.T
"Sumitomo Mitsui Trust Holdings, Inc.",JP,31466666667,10933333333,22526,8309.T
Yokohama Financial Group,JP,14333333333,2572533333,6313,7186.T
Asahi Kasei Corp.,JP,16666666667,20466666667,47895,3407.T
"Denka Co., Ltd.",JP,2156733333,2561666667,6454,4061.T
Fujifilm Holdings Corp.,JP,28933333333,22400000000,73526,4901.T
Kao Corp.,JP,19466666667,11400000000,31514,4452.T
"Kuraray Co., Ltd.",JP,3677800000,5389666667,12117,3405.T
Mitsubishi Chemical Holdings Corp.,JP,11000000000,24666666667,56678,4188.T
"Mitsui Chemicals, Inc.",JP,5323733333,11133333333,17320,4183.T
"Nissan Chemical Industries, Ltd.",JP,7000000000,1863933333,3411,4021.T
Nitto Denko,JP,14666666667,6866666667,26477,6988.T
Resonac Corp.,JP,19266666667,9000000000,21525,4004.T
"Shin-Etsu Chemical Co., Ltd.",JP,86400000000,17133333333,27342,4063.T
"Shiseido Co., Ltd.",JP,8266666667,6466600000,26330,4911.T
"Sumitomo Chemical Co., Ltd.",JP,6086000000,15533333333,27491,4005.T
Tokuyama Corporation,JP,2269600000,2329866667,6390,4043.T
Tosoh Corp.,JP,5835533333,6800000000,14850,4042.T
"Ube Industries, Ltd.",JP,2121000000,3082266667,7968,4208.T
KDDI Corp.,JP,73000000000,40466666667,73198,9433.T
Nippon Telegraph & Telephone Corp.,JP,82533333333,96066666667,344196,9432.T
SoftBank Corp.,JP,70066666667,46933333333,58432,9434.T
SoftBank Group Corp.,JP,216666666667,52000000000,73677,9984.T
Comsys Holdings Corp.,JP,4075933333,4204400000,17765,1721.T
"Daiwa House Industry Co., Ltd.",JP,18866666667,37200000000,55712,1925.T
Haseko Corp.,JP,4881800000,8466666667,8875,1808.T
JGC Corporation,JP,3735000000,4968533333,8154,1963.T
Kajima Corp.,JP,17400000000,20466666667,21170,1812.T
Obayashi Corp.,JP,14933333333,17266666667,18031,1802.T
"Sekisui House, Ltd.",JP,15266666667,28066666667,32186,1928.T
Shimizu Corp.,JP,11200000000,13733333333,22278,1803.T
Taisei Corp.,JP,15000000000,13933333333,18503,1801.T
Advantest Corp.,JP,142800000000,7533333333,7241,6857.T
"Alps Alpine Co., Ltd.",JP,2804466667,6800000000,25924,6770.T
Canon Inc.,JP,25666666667,30800000000,165547,7751.T
Denso Corp.,JP,35800000000,50266666667,154716,6902.T
FANUC Corp.,JP,43133333333,5718866667,10040,6954.T
"Fuji Electric Co., Ltd.",JP,12800000000,8200000000,26955,6504.T
Fujitsu Ltd.,JP,37533333333,23333333333,99203,6702.T
"Hitachi, Ltd.",JP,145133333333,70600000000,287901,6501.T
Keyence Corp.,JP,116600000000,7800000000,12784,6861.T
Kioxia Holdings Corp.,JP,226066666667,15600000000,15249,285A.T
Kyocera Corp.,JP,32400000000,13800000000,73856,6971.T
Lasertec,JP,27000000000,1681200000,1163,6920.T
"MinebeaMitsumi, Inc.",JP,10600000000,11066666667,81383,6479.T
Mitsubishi Electric Corp.,JP,78400000000,39266666667,150386,6503.T
"Murata Manufacturing Co., Ltd.",JP,103600000000,12200000000,74302,6981.T
NEC Corp.,JP,37466666667,23866666667,101800,6701.T
Nidec,JP,18933333333,17466666667,104285,6594.T
Omron Corp.,JP,7266666667,5115666667,26050,6645.T
Panasonic Corp.,JP,62533333333,53666666667,183685,6752.T
Renesas Electronics,JP,50800000000,9266666667,21907,6723.T
"Ricoh Co., Ltd.",JP,5900200000,17400000000,75635,7752.T
"Rohm Co., Ltd.",JP,12533333333,3207666667,21756,6963.T
SCREEN Holdings,JP,21000000000,4038333333,6884,7735.T
Seiko Epson Corp.,JP,6274000000,9400000000,74619,6724.T
Sharp Corporation,JP,2641800000,12600000000,34549,6753.T
Sony Corp.,JP,134866666667,83200000000,94900,6758.T
Socionext Inc.,JP,2890733333,1338866667,2469,6526.T
"Taiyo Yuden Co., Ltd.",JP,10866666667,2368933333,20604,6976.T
TDK Corp.,JP,39400000000,16666666667,106545,6762.T
Tokyo Electron Ltd.,JP,199866666667,16266666667,20236,8035.T
"Yaskawa Electric Corporation, Limited",JP,9200000000,3703066667,12483,6506.T
Yokogawa Electric Corp.,JP,9666666667,4032200000,18313,6841.T
"Chubu Electric Power Co., Inc.",JP,14866666667,23666666667,22700,9502.T
"Kansai Electric Power Co., Inc.",JP,17466666667,27066666667,32482,9503.T
"Tokyo Electric Power Company Holdings, Incorporated",JP,5519666667,42200000000,38341,9501.T
Nissui Corporation,JP,2531733333,6208466667,11526,1332.T
"Ajinomoto Co., Inc.",JP,32466666667,10533333333,34787,2802.T
"Asahi Group Holdings, Ltd.",JP,15933333333,19266666667,28173,2502.T
Japan Tobacco Inc.,JP,75400000000,23933333333,52867,2914.T
Kikkoman Corp.,JP,9933333333,4970266667,7911,2801.T
"Kirin Holdings Co, Ltd",JP,15400000000,16200000000,31144,2503.T
"Meiji Holdings Company, Limited",JP,6733333333,7800000000,17103,2269.T
NH Foods Ltd.,JP,3866200000,9733333333,15790,2282.T
Nichirei Corp.,JP,3550400000,4774266667,17763,2871.T
Nisshin Seifun Group Inc.,JP,3758000000,5766666667,9624,2002.T
Sapporo Holdings Ltd.,JP,5079666667,3379066667,6102,2501.T
"Osaka Gas Co., Ltd.",JP,13733333333,13533333333,21835,9532.T
"Tokyo Gas Co., Ltd.",JP,13600000000,18866666667,16001,9531.T
AGC Inc.,JP,8933333333,14000000000,52896,5201.T
"NGK Insulators, Ltd.",JP,11666666667,4467533333,19869,5333.T
"Nippon Electric Glass Co., Ltd.",JP,2767733333,2076000000,5218,5214.T
Taiheiyo Cement Corp.,JP,3060066667,5989600000,12626,5233.T
"Tokai Carbon Co., Ltd.",JP,2216933333,2162200000,4436,5301.T
Toto Ltd.,JP,8333333333,4916266667,30324,5332.T
"Dai-ichi Life Insurance Company, Limited",JP,45733333333,72400000000,60138,8750.T
"MS&AD Insurance Group, Inc.",JP,47000000000,45466666667,46856,8725.T
"Sompo Holdings, Inc.",JP,41000000000,39800000000,55702,8630.T
"T&D Holdings, Inc.",JP,16133333333,19466666667,21268,8795.T
"Tokio Marine Holdings, Inc.",JP,98200000000,54066666667,67526,8766.T
Nippon Express Holdings Inc.,JP,8800000000,17133333333,77925,9147.T
"Yamato Holdings Co., Ltd.",JP,4258266667,12466666667,174696,9064.T
Amada Co. Ltd.,JP,6023266667,2915800000,9872,6113.T
"Daikin Industries, Ltd.",JP,44733333333,33466666667,104095,6367.T
Ebara Corp.,JP,17466666667,6613000000,21148,6361.T
"Hitachi Construction Machinery Co., Ltd.",JP,7666666667,9400000000,25304,6305.T
Kanadevia Corp.,JP,1380600000,4301466667,12666,7004.T
IHI Corp.,JP,20400000000,10933333333,26224,7013.T
"Japan Steel Works, Ltd.",JP,3803866667,1832333333,5419,5631.T
JTEKT Corp.,JP,4377066667,12800000000,43233,6473.T
Komatsu Ltd.,JP,38333333333,27533333333,67279,6301.T
Kubota Corp.,JP,21000000000,20133333333,52503,6326.T
"Mitsubishi Heavy Industries, Ltd.",JP,88066666667,33133333333,78793,7011.T
NSK Ltd.,JP,3727000000,6077600000,26278,6471.T
NTN Corp.,JP,1525866667,5508933333,21305,6472.T
"Okuma Holdings, Inc.",JP,1933533333,1572600000,4101,6103.T
"Sumitomo Heavy Industries, Ltd.",JP,4241933333,7133333333,25123,6302.T
SMC Corporation,JP,30600000000,5616933333,24773,6273.T
"Kawasaki Kisen Kaisha, Ltd.",JP,11133333333,6800000000,5262,9107.T
"Mitsui O.S.K. Lines, Ltd.",JP,13266666667,12200000000,11567,9104.T
Nippon Yusen K.K.,JP,15666666667,16133333333,39830,9101.T
Inpex Corp.,JP,28666666667,13200000000,3720,1605.T
"Dowa Holdings Co., Ltd.",JP,3334800000,4969400000,8355,5714.T
Fujikura Ltd.,JP,52200000000,7866666667,50586,5803.T
"Furukawa Electric Co., Ltd.",JP,16533333333,8733333333,49112,5801.T
Mitsubishi Materials Corp.,JP,3662466667,12266666667,17591,5711.T
"Mitsui Mining & Smelting Co., Ltd.",JP,12933333333,5056866667,8188,5706.T
SUMCO Corp.,JP,8800000000,2724000000,9714,3436.T
"Sumitomo Electric Industries, Ltd.",JP,51000000000,34066666667,302972,5802.T
"Sumitomo Metal Mining Co., Ltd.",JP,14133333333,11600000000,7507,5713.T
"Credit Saison Co., Ltd.",JP,4512666667,3641800000,3446,8253.T
Japan Exchange Group Inc.,JP,15066666667,1324933333,1268,8697.T
Orix Co.,JP,48200000000,22200000000,37286,8591.T
"Bandai Namco Holdings, Inc.",JP,17466666667,9000000000,11457,7832.T
"Dai Nippon Printing Co., Ltd.",JP,9066666667,10066666667,36911,7912.T
"Toppan Printing Co., Ltd.",JP,9200000000,12066666667,54371,7911.T
Yamaha Corporation,JP,3588066667,3102200000,17886,7951.T
Eneos Holdings,JP,23666666667,78466666667,34099,5020.T
"Idemitsu Kosan Co., Ltd",JP,10600000000,54066666667,14392,5019.T
Astellas Pharma Inc.,JP,25800000000,14266666667,14099,4503.T
"Chugai Pharmaceutical Co., Ltd.",JP,79133333333,8600000000,5104,4519.T
"Daiichi Sankyo Company, Limited",JP,32866666667,14133333333,20171,4568.T
"Eisai Co., Ltd.",JP,8533333333,5502533333,10543,4523.T
"Kyowa Hakko Kirin Co., Ltd.",JP,9066666667,3403800000,5161,4151.T
"Otsuka Holdings Co., Ltd.",JP,38200000000,16466666667,37758,4578.T
"Sumitomo Dainippon Pharma Co., Ltd.",JP,3845933333,3021933333,4980,4506.T
"Shionogi & Co., Ltd.",JP,16133333333,3331200000,6223,4507.T
Takeda Pharmaceutical Company Limited,JP,58600000000,30066666667,47029,4502.T
"Nomura Holdings, Inc.",JP,31666666667,14466666667,28677,8604.T
Disco Corporation Ltd.,JP,50200000000,2912600000,5547,6146.T
Hoya Corporation,JP,55866666667,6318333333,37752,7741.T
"Konica Minolta Holdings, Inc.",JP,2097000000,7266666667,34363,4902.T
Nikon Corp.,JP,4879866667,4514400000,19928,7731.T
Olympus Corp.,JP,12200000000,6733333333,28138,7733.T
Terumo Corp.,JP,21200000000,7533333333,28294,4543.T
Oji Holdings Corporation,JP,4921066667,12400000000,38757,3861.T
"Odakyu Electric Railway Co., Ltd.",JP,3926200000,2791533333,11656,9007.T
"Tobu Railway Co., Ltd.",JP,3892400000,4369600000,18148,9001.T
Tokyu Corp.,JP,6573000000,7266666667,24262,9005.T
West Japan Railway Company,JP,8866666667,12333333333,47225,9021.T
"Mitsubishi Estate Co., Ltd.",JP,32600000000,11666666667,11659,8802.T
"Mitsui Fudosan Co., Ltd",JP,27800000000,18066666667,27704,8801.T
"Sumitomo Realty & Development Co., Ltd.",JP,23333333333,7066666667,14116,8830.T
"Tokyo Tatemono Co., Ltd.",JP,4779400000,3163933333,5035,8804.T
Central Japan Railway Company,JP,24066666667,13400000000,29569,9022.T
East Japan Railway Company,JP,27200000000,20533333333,70623,9020.T
Keio Corp.,JP,3002066667,3312933333,13079,9008.T
"Keisei Electric Railway Co., Ltd.",JP,3983266667,2216133333,13231,9009.T
Tokyu Land Corp.,JP,6359933333,8333333333,21036,3289.T
"Aeon Co., Ltd.",JP,25066666667,73933333333,179230,8267.T
