company,cc,market_cap_usd,revenue_usd,employees,ticker
Consolidated Edison,US,41460000000,17220000000,15407,ED
Constellation Brands,US,22140000000,9060000000,9400,STZ
Constellation Energy,US,97490000000,29870000000,15339,CEG
Cooper Companies (The),US,13680000000,4230000000,15000,COO
Copart,US,25010000000,4640000000,11600,CPRT
Corning Inc.,US,135550000000,16320000000,67200,GLW
Corpay,US,23490000000,4780000000,11800,CPAY
Corteva,US,59040000000,17890000000,21500,CTVA
CoStar Group,US,10970000000,3410000000,8441,CSGP
Costco,US,408080000000,293590000000,341000,COST
CRH plc,US,65770000000,38060000000,83032,CRH
CrowdStrike,US,186950000000,5090000000,10698,CRWD
Crown Castle,US,32120000000,4160000000,4000,CCI
CSX Corporation,US,97240000000,14510000000,23000,CSX
Cummins,US,91980000000,33890000000,67400,CMI
CVS Health,US,135890000000,405620000000,300000,CVS
Danaher Corporation,US,133190000000,25110000000,60000,DHR
Darden Restaurants,US,22170000000,13210000000,197124,DRI
Datadog,US,86740000000,3670000000,8100,DDOG
DaVita,US,14920000000,13840000000,78000,DVA
Deckers Brands,US,13870000000,5470000000,6000,DECK
Deere & Company,US,165910000000,47340000000,73100,DE
Dell Technologies,US,286540000000,134000000000,97000,DELL
Delta Air Lines,US,53260000000,68290000000,103000,DAL
Devon Energy,US,52390000000,16000000000,2200,DVN
Dexcom,US,27220000000,4820000000,11100,DXCM
Diamondback Energy,US,57840000000,14460000000,1762,FANG
Digital Realty,US,67850000000,6310000000,4282,DLR
Dollar General,US,25370000000,43080000000,194000,DG
Dollar Tree,US,22670000000,19750000000,153032,DLTR
Dominion Energy,US,62590000000,17450000000,15200,D
Domino's,US,10550000000,5030000000,10200,DPZ
DoorDash,US,74540000000,14720000000,31400,DASH
Dover Corporation,US,26620000000,8420000000,24000,DOV
Dow Inc.,US,22230000000,41320000000,34600,DOW
D. R. Horton,US,39330000000,33350000000,14341,DHI
DTE Energy,US,30840000000,16520000000,9650,DTE
Duke Energy,US,100510000000,32720000000,26441,DUK
DuPont,US,18550000000,6920000000,15000,DD
Eaton Corporation,US,160500000000,28520000000,97000,ETN
eBay Inc.,US,48650000000,11600000000,12300,EBAY
EchoStar,US,26320000000,14800000000,12100,ECHO
Ecolab,US,74330000000,16450000000,48000,ECL
Edison International,US,30840000000,19610000000,13725,EIX
Edwards Lifesciences,US,48130000000,6300000000,16000,EW
Electronic Arts,US,52380000000,7530000000,14600,EA
Elevance Health,US,81800000000,201110000000,97100,ELV
Emcor,US,33980000000,17750000000,44000,EME
Emerson Electric,US,80270000000,18320000000,71000,EMR
Entergy,US,52840000000,13290000000,12233,ETR
EOG Resources,US,77860000000,23570000000,3400,EOG
EQT Corporation,US,33500000000,9310000000,1523,EQT
Equifax,US,19190000000,6440000000,15000,EFX
Equinix,US,102180000000,9530000000,13716,EQIX
Equity Residential,US,26210000000,3130000000,2400,EQR
Erie Indemnity,US,11180000000,4090000000,6667,ERIE
Essex Property Trust,US,19490000000,1970000000,1689,ESS
Estée Lauder Companies (The),US,28810000000,14830000000,57000,EL
Everest Group,US,14850000000,17340000000,3064,EG
Evergy,US,19910000000,6030000000,4691,EVRG
Eversource Energy,US,27990000000,13930000000,10731,ES
Exelon,US,48180000000,24790000000,20571,EXC
Expand Energy,US,22140000000,12960000000,1600,EXE
Expedia Group,US,30640000000,15170000000,16000,EXPE
Expeditors International,US,23120000000,11190000000,19800,EXPD
Extra Space Storage,US,32020000000,3480000000,8393,EXR
ExxonMobil,US,652010000000,326010000000,58000,XOM
"F5, Inc.",US,22280000000,3220000000,6578,FFIV
FactSet,US,8640000000,2440000000,12800,FDS
Fair Isaac,US,27810000000,2260000000,3811,FICO
Fastenal,US,52410000000,8750000000,24489,FAST
Federal Realty Investment Trust,US,10830000000,1310000000,320,FRT
FedEx Freight,US,23050000000,8680000000,40000,FDXF
Fidelity National Information Services,US,20750000000,11440000000,44000,FIS
Fifth Third Bancorp,US,51340000000,10070000000,18676,FITB
First Solar,US,22080000000,5420000000,7900,FSLR
FirstEnergy,US,28560000000,15340000000,11186,FE
Fiserv,US,26590000000,21090000000,38000,FISV
Flex Ltd.,US,47010000000,27910000000,149686,FLEX
Ford Motor Company,US,56260000000,189860000000,169000,F
Fortinet,US,111470000000,7110000000,15109,FTNT
Fortive,US,18340000000,4240000000,10000,FTV
Fox Corporation (Class B),US,22420000000,16200000000,10200,FOX
Alphabet Inc. (Class C),US,4180000000000,445870000000,190820,GOOG
Berkshire Hathaway,US,1050000000000,375390000000,387800,BRK.B
BlackRock,US,169120000000,27300000000,21100,BLK
Capital One,US,121390000000,48110000000,76300,COF
FedEx,US,74720000000,94720000000,530000,FDX
Fox Corporation (Class A),US,23070000000,16200000000,10200,FOXA
Franklin Resources,US,16660000000,9030000000,9800,BEN
Freeport-McMoRan,US,91230000000,25870000000,29000,FCX
Garmin,US,46760000000,7460000000,23000,GRMN
Gartner,US,8750000000,6470000000,20244,IT
GE Aerospace,US,362110000000,50640000000,57000,GE
GE HealthCare,US,28030000000,20980000000,54000,GEHC
GE Vernova,US,274490000000,39380000000,78000,GEV
Gen Digital,US,15130000000,5000000000,3900,GEN
Generac,US,12350000000,4330000000,9400,GNRC
General Dynamics,US,102560000000,53810000000,117000,GD
General Mills,US,19110000000,18420000000,30000,GIS
General Motors,US,70200000000,185530000000,156000,GM
Genuine Parts Company,US,16480000000,25070000000,65000,GPC
Gilead Sciences,US,161090000000,29740000000,17000,GILD
Global Payments,US,21260000000,8860000000,26000,GPN
Globe Life,US,13230000000,6190000000,3695,GL
GoDaddy,US,11580000000,5020000000,5845,GDDY
Goldman Sachs,US,330070000000,67570000000,47400,GS
Halliburton,US,27550000000,22370000000,46000,HAL
Hartford (The),US,38860000000,28790000000,19200,HIG
Hasbro,US,12330000000,4970000000,4520,HAS
HCA Healthcare,US,82950000000,76390000000,320000,HCA
Healthpeak Properties,US,15470000000,2870000000,411,DOC
Henry Schein,US,9520000000,13380000000,25000,HSIC
Hershey Company (The),US,34850000000,11990000000,19595,HSY
Hewlett Packard Enterprise,US,64000000000,38790000000,67000,HPE
Hilton Worldwide,US,72530000000,5070000000,182000,HLT
Home Depot (The),US,324410000000,166590000000,472400,HD
Honeywell Aerospace,US,62760000000,17680000000,30000,HONA
Honeywell Technologies,US,62760000000,17680000000,30000,HONA
Hormel Foods,US,13630000000,12220000000,20000,HRL
Host Hotels & Resorts,US,16740000000,6180000000,162,HST
Howmet Aerospace,US,114810000000,8620000000,25430,HWM
HP Inc.,US,22680000000,57420000000,55000,HPQ
Hubbell Incorporated,US,25620000000,6000000000,18000,HUBB
Humana,US,47020000000,137200000000,67060,HUM
Huntington Bancshares,US,35260000000,9170000000,20424,HBAN
Huntington Ingalls Industries,US,11290000000,12850000000,44000,HII
IBM,US,193110000000,69100000000,264300,IBM
IDEX Corporation,US,16480000000,3530000000,8700,IEX
Idexx Laboratories,US,42390000000,4450000000,11000,IDXX
Illinois Tool Works,US,79110000000,16220000000,43000,ITW
Incyte,US,23210000000,5360000000,2844,INCY
Ingersoll Rand,US,33070000000,7780000000,21000,IR
Insulet Corporation,US,10940000000,2900000000,5400,PODD
Intel,US,509640000000,53760000000,85100,INTC
Interactive Brokers,US,40610000000,6840000000,3182,IBKR
Intercontinental Exchange,US,80600000000,10440000000,12844,ICE
International Flavors & Fragrances,US,18480000000,10790000000,21500,IFF
International Paper,US,19970000000,24340000000,62602,IP
Intuit,US,77060000000,20930000000,18200,INTU
Intuitive Surgical,US,117760000000,11030000000,17021,ISRG
Invesco,US,13290000000,6590000000,7499,IVZ
Invitation Homes,US,17630000000,2780000000,1725,INVH
IQVIA,US,34090000000,16630000000,93000,IQV
Iron Mountain,US,37490000000,7250000000,29400,IRM
J.B. Hunt,US,27230000000,12700000000,31750,JBHT
Jabil,US,33700000000,33590000000,135000,JBL
Jack Henry & Associates,US,10430000000,2520000000,7240,JKHY
Jacobs Solutions,US,15590000000,13170000000,43000,J
Johnson & Johnson,US,621350000000,97930000000,138200,JNJ
Johnson Controls,US,87830000000,24430000000,87000,JCI
JPMorgan Chase,US,925720000000,186330000000,318512,JPM
Kenvue,US,36150000000,15290000000,22000,KVUE
Keurig Dr Pepper,US,40440000000,16940000000,30600,KDP
KeyCorp,US,24360000000,7370000000,17883,KEY
Keysight Technologies,US,56180000000,6090000000,16800,KEYS
Kimberly-Clark,US,35480000000,16560000000,36000,KMB
Kimco Realty,US,17450000000,2160000000,710,KIM
Kinder Morgan,US,72420000000,17960000000,11028,KMI
KKR & Co.,US,85970000000,25350000000,5043,KKR
KLA Corporation,US,282420000000,13100000000,15200,KLAC
Kraft Heinz,US,30100000000,24990000000,35000,KHC
Kroger,US,34070000000,148650000000,403000,KR
L3Harris,US,55570000000,22480000000,45000,LHX
Labcorp,US,23560000000,14140000000,71000,LH
Lam Research,US,401150000000,21680000000,17200,LRCX
Las Vegas Sands,US,30370000000,13720000000,41500,LVS
Leidos,US,13780000000,17330000000,47000,LDOS
Lennar,US,19490000000,32740000000,12532,LEN
Lennox International,US,18610000000,5260000000,12900,LII
Lilly (Eli),US,1050000000000,72250000000,50000,LLY
Linde plc,US,234180000000,34660000000,65177,LIN
Live Nation Entertainment,US,41050000000,25610000000,34700,LYV
Lockheed Martin,US,130270000000,77010000000,123000,LMT
Loews Corporation,US,23680000000,18520000000,13100,L
Lowe's,US,112870000000,88430000000,276000,LOW
Lululemon Athletica,US,12650000000,11200000000,39000,LULU
Lumentum,US,66060000000,2490000000,10562,LITE
LyondellBasell,US,19970000000,29670000000,18970,LYB
M&T Bank,US,35470000000,9450000000,22278,MTB
Marathon Petroleum,US,91520000000,135950000000,18500,MPC
Marriott International,US,95640000000,7180000000,414000,MAR
Marsh McLennan,US,83820000000,27950000000,95000,MRSH
Martin Marietta Materials,US,33080000000,6350000000,9600,MLM
Marvell Technology,US,181630000000,8720000000,7480,MRVL
Masco,US,15370000000,7680000000,18000,MAS
Mastercard,US,466180000000,33940000000,39800,MA
McCormick & Company,US,13600000000,7390000000,14100,MKC
McDonald's,US,186450000000,27450000000,150000,MCD
McKesson Corporation,US,95690000000,403430000000,43000,MCK
Medtronic,US,104900000000,36360000000,95000,MDT
Merck & Co.,US,321300000000,65770000000,75000,MRK
Meta Platforms,US,1540000000000,214960000000,78865,META
MetLife,US,59490000000,77580000000,46000,MET
Mettler Toledo,US,26450000000,4090000000,18100,MTD
MGM Resorts,US,11550000000,17720000000,78000,MGM
Microchip Technology,US,43990000000,4710000000,17900,MCHP
Micron Technology,US,1120000000000,90270000000,53000,MU
Microsoft,US,2840000000000,318270000000,228000,MSFT
Mid-America Apartment Communities,US,15690000000,2210000000,2507,MAA
Moderna,US,22720000000,2230000000,4700,MRNA
Molson Coors Beverage Company,US,7460000000,11190000000,16200,TAP
Mondelez International,US,76860000000,39300000000,91000,MDLZ
Monolithic Power Systems,US,68390000000,2960000000,4501,MPWR
Monster Beverage,US,91430000000,8790000000,6891,MNST
Moody's Corporation,US,82960000000,8160000000,16076,MCO
Morgan Stanley,US,338460000000,77830000000,83000,MS
Mosaic Company (The),US,7110000000,12430000000,13249,MOS
Motorola Solutions,US,67550000000,11870000000,23000,MSI
MSCI Inc.,US,40450000000,3330000000,6286,MSCI
"Nasdaq, Inc.",US,51890000000,5610000000,9525,NDAQ
NetApp,US,32640000000,6930000000,11700,NTAP
Netflix,US,286940000000,48370000000,16000,NFLX
Newmont,US,100270000000,24970000000,17500,NEM
News Corp (Class A),US,14440000000,8800000000,23900,NWSA
News Corp (Class B),US,15460000000,8800000000,23900,NWS
NextEra Energy,US,187580000000,27870000000,17300,NEE
"Nike, Inc.",US,60650000000,46400000000,73000,NKE
NiSource,US,22410000000,6820000000,7668,NI
Nordson Corporation,US,16320000000,2900000000,8000,NDSN
Norfolk Southern,US,78200000000,12540000000,19300,NSC
Northern Trust,US,32880000000,9090000000,23800,NTRS
Northrop Grumman,US,75260000000,42890000000,95000,NOC
Norwegian Cruise Line Holdings,US,8560000000,10030000000,44500,NCLH
NRG Energy,US,29390000000,32380000000,16702,NRG
Nucor,US,54930000000,34160000000,33000,NUE
Nvidia,US,5070000000000,253490000000,42000,NVDA
"NVR, Inc.",US,16470000000,9920000000,6300,NVR
NXP Semiconductors,US,69370000000,12620000000,32169,NXPI
O’Reilly Automotive,US,71260000000,18210000000,92923,ORLY
Occidental Petroleum,US,57520000000,21120000000,10412,OXY
Old Dominion,US,47950000000,5460000000,20591,ODFL
Omnicom Group,US,22470000000,19820000000,120000,OMC
ON Semiconductor,US,34540000000,6060000000,22600,ON
Oneok,US,58320000000,35200000000,6326,OKE
Oracle Corporation,US,349030000000,67360000000,141000,ORCL
Otis Worldwide,US,26820000000,14910000000,72000,OTIS
Paccar,US,69980000000,27780000000,25900,PCAR
Packaging Corporation of America,US,20430000000,9530000000,16800,PKG
Palantir Technologies,US,292950000000,5220000000,4429,PLTR
Palo Alto Networks,US,265000000000,10610000000,16068,PANW
Paramount Skydance Corporation,US,9620000000,29050000000,17600,PSKY
Parker Hannifin,US,123480000000,20990000000,57950,PH
Paychex,US,39050000000,6510000000,17600,PAYX
PayPal,US,49150000000,33730000000,23800,PYPL
Pentair,US,9960000000,4200000000,9000,PNR
PepsiCo,US,184230000000,96900000000,306000,PEP
Pfizer,US,142370000000,63320000000,75000,PFE
PG&E Corporation,US,39200000000,25840000000,29010,PCG
Philip Morris International,US,298290000000,42550000000,84900,PM
Phillips 66,US,84080000000,134490000000,12600,PSX
Pinnacle West Capital,US,12880000000,5460000000,6610,PNW
PNC Financial Services,US,99190000000,24320000000,55333,PNC
PPG Industries,US,25390000000,16120000000,43500,PPG
PPL Corporation,US,27240000000,9310000000,9552,PPL
Principal Financial Group,US,23060000000,15460000000,19700,PFG
Procter & Gamble,US,340440000000,86720000000,109000,PG
Progressive Corporation,US,119730000000,91020000000,70000,PGR
Prologis,US,138340000000,9660000000,2802,PLD
Prudential Financial,US,40760000000,63290000000,36824,PRU
Public Service Enterprise Group,US,39710000000,12790000000,13189,PEG
PTC Inc.,US,13100000000,3000000000,7642,PTC
Public Storage,US,55110000000,4870000000,5770,PSA
PulteGroup,US,23100000000,16410000000,6506,PHM
Quanta Services,US,97390000000,30120000000,69500,PWR
Qualcomm,US,178190000000,44490000000,52000,QCOM
Quest Diagnostics,US,24470000000,11560000000,57000,DGX
Qnity Electronics,US,29020000000,4950000000,10000,Q
Ralph Lauren Corporation,US,22340000000,8110000000,23600,RL
Raymond James Financial,US,31440000000,15250000000,19500,RJF
RTX Corporation,US,281150000000,93500000000,180000,RTX
Realty Income,US,60590000000,5930000000,544,O
Regency Centers,US,15180000000,1650000000,507,REG
Regeneron Pharmaceuticals,US,66320000000,14920000000,15410,REGN
Regions Financial Corporation,US,26000000000,7240000000,19969,RF
Republic Services,US,66860000000,16700000000,42000,RSG
ResMed,US,27520000000,5540000000,9980,RMD
Revvity,US,12430000000,2900000000,11000,RVTY
Robinhood Markets,US,92280000000,4610000000,2900,HOOD
Rockwell Automation,US,51190000000,8800000000,26000,ROK
"Rollins, Inc.",US,19010000000,3920000000,21946,ROL
Roper Technologies,US,36090000000,8280000000,19400,ROP
Ross Stores,US,74750000000,23780000000,111000,ROST
Royal Caribbean Group,US,76210000000,18390000000,108000,RCL
S&P Global,US,124590000000,15730000000,44500,SPGI
Salesforce,US,129110000000,42830000000,83334,CRM
Sandisk,US,246130000000,13180000000,11000,SNDK
SBA Communications,US,18880000000,2850000000,1844,SBAC
Schlumberger,US,39320000,3160000,9,ZTG
Seagate Technology,US,208760000000,11010000000,30000,STX
Sempra,US,61020000000,13560000000,28451,SRE
ServiceNow,US,97710000000,14730000000,29187,NOW
Sherwin-Williams,US,76450000000,23940000000,64249,SHW
Simon Property Group,US,85800000000,6650000000,3600,SPG
Skyworks Solutions,US,9050000000,4040000000,10000,SWKS
J.M. Smucker Company (The),US,12290000000,9050000000,9000,SJM
Smurfit Westrock,US,22830000000,31240000000,97000,SW
Snap-on,US,20970000000,5270000000,13000,SNA
Solventum,US,13380000000,8260000000,20584,SOLV
Southern Company,US,108420000000,30180000000,29800,SO
Southwest Airlines,US,22260000000,30070000000,72790,LUV
Stanley Black & Decker,US,13690000000,15230000000,43500,SWK
Starbucks,US,117370000000,38470000000,381000,SBUX
State Street Corporation,US,50850000000,15020000000,52000,STT
Steel Dynamics,US,34850000000,20540000000,14400,STLD
Steris,US,20560000000,5940000000,17937,STE
Stryker Corporation,US,120240000000,25270000000,56000,SYK
Supermicro,US,20710000000,33700000000,6238,SMCI
Synchrony Financial,US,23130000000,9910000000,20000,SYF
Synopsys,US,71620000000,8680000000,28000,SNPS
Sysco,US,38780000000,83570000000,75000,SYY
T-Mobile US,US,192340000000,92190000000,75000,TMUS
T. Rowe Price,US,24540000000,7410000000,7773,TROW
Take-Two Interactive,US,42760000000,6660000000,12909,TTWO
"Tapestry, Inc.",US,28550000000,7850000000,19000,TPR
Targa Resources,US,61340000000,16560000000,3570,TRGP
Target Corporation,US,61190000000,106380000000,415000,TGT
TE Connectivity,US,58060000000,19320000000,93000,TEL
Teledyne Technologies,US,30240000000,6370000000,15800,TDY
Teradyne,US,58530000000,3790000000,6600,TER
"Tesla, Inc.",US,1210000000000,103620000000,134785,TSLA
Texas Instruments,US,256780000000,19450000000,33000,TXN
Texas Pacific Land Corporation,US,29270000000,839030000,99,TPL
Textron,US,16180000000,15190000000,34000,TXT
Thermo Fisher Scientific,US,211640000000,46340000000,125000,TMO
TJX Companies,US,169300000000,61580000000,377000,TJX
TKO Group Holdings,US,34220000000,5060000000,4000,TKO
Trade Desk (The),US,7980000000,2970000000,3843,TTD
Tractor Supply,US,15530000000,15750000000,52000,TSCO
Trane Technologies,US,105690000000,21600000000,44000,TT
TransDigm Group,US,67840000000,9500000000,16500,TDG
Travelers Companies (The),US,78800000000,48980000000,34000,TRV
Trimble Inc.,US,11790000000,3690000000,11500,TRMB
Truist Financial,US,62190000000,19030000000,38711,TFC
Tyler Technologies,US,12120000000,2380000000,7800,TYL
Tyson Foods,US,19830000000,55710000000,133000,TSN
U.S. Bancorp,US,98460000000,27320000000,68520,USB
Uber,US,140200000000,53690000000,34000,UBER
"UDR, Inc.",US,14070000000,1770000000,1426,UDR
Ulta Beauty,US,20670000000,12710000000,66820,ULTA
Union Pacific Corporation,US,181120000000,25410000000,29287,UNP
United Airlines Holdings,US,36880000000,62900000000,113200,UAL
United Parcel Service,US,97440000000,88320000000,460000,UPS
United Rentals,US,72080000000,16830000000,28500,URI
UnitedHealth Group,US,383770000000,450130000000,390000,UNH
Universal Health Services,US,8950000000,17760000000,101500,UHS
Valero Energy,US,91750000000,117840000000,9811,VLO
Veeva Systems,US,29420000000,3320000000,7928,VEEV
Ventas,US,47880000000,6110000000,542,VTR
Veralto,US,22250000000,5590000000,17000,VLTO
Verisign,US,23360000000,1680000000,928,VRSN
Verisk Analytics,US,25150000000,3100000000,8000,VRSK
Verizon,US,184020000000,139150000000,89900,VZ
Vertex Pharmaceuticals,US,120690000000,12220000000,6400,VRTX
Vertiv,US,116760000000,10840000000,34000,VRT
Viatris,US,19810000000,14560000000,30000,VTRS
Vici Properties,US,28830000000,4040000000,28,VICI
Visa Inc.,US,660800000000,43030000000,34100,V
Vistra Corp.,US,56210000000,19450000000,6390,VST
Vulcan Materials Company,US,35850000000,8060000000,11548,VMC
W. R. Berkley Corporation,US,28350000000,14900000000,8804,WRB
Walmart,US,860270000000,725310000000,2100000,WMT
Walt Disney Company (The),US,161440000000,97260000000,231000,DIS
Warner Bros. Discovery,US,65170000000,37210000000,35500,WBD
Waste Management,US,95160000000,25410000000,60500,WM
Waters Corporation,US,37240000000,3770000000,7900,WAT
WEC Energy Group,US,37230000000,10080000000,7151,WEC
Wells Fargo,US,260940000000,83030000000,205000,WFC
Welltower,US,174400000000,11770000000,712,WELL
West Pharmaceutical Services,US,25610000000,3330000000,10800,WST
Western Digital,US,195230000000,11780000000,51000,WDC
Weyerhaeuser,US,16980000000,6870000000,9517,WY
"Williams-Sonoma, Inc.",US,25650000000,7880000000,19800,WSM
Williams Companies,US,92140000000,12110000000,5987,WMB
Willis Towers Watson,US,27020000000,9900000000,46900,WTW
"Workday, Inc.",US,31980000000,9850000000,21000,WDAY
Wynn Resorts,US,9960000000,7290000000,28500,WYNN
Xcel Energy,US,50310000000,14780000000,11534,XEL
Xylem Inc.,US,27650000000,9090000000,22000,XYL
Yum! Brands,US,40770000000,8490000000,49000,YUM
Zebra Technologies,US,12240000000,5580000000,10700,ZBRA
Zimmer Biomet,US,17170000000,8410000000,17000,ZBH
Zoetis,US,31020000000,9530000000,14500,ZTS
W. W. Grainger,US,64300000000,18380000000,25000,GWW
Wabtec,US,50400000000,11510000000,31000,WAB
