company,cc,market_cap_usd,revenue_usd,employees,ticker
NN Group,NL,22690800000,15487200000,16188,NN.AS
Philips,NL,24310800000,19051200000,64317,PHIA.AS
Prosus,NL,84693600000,8420000000,41998,PRX.AS
Randstad,NL,6879600000,24883200000,38000,RAND.AS
RELX,NL,54270000000,12193200000,37600,REN.AS
Shell plc,NL,214740000000,231870000000,84000,SHELL.AS
Universal Music Group,NL,35899200000,13510800000,9636,UMG.AS
Unilever,NL,125766000000,54540000000,93733,UNA.AS
Wolters Kluwer,NL,14439600000,6620400000,20746,WKL.AS
Aker BP,NO,19895327103,11006542056,3056,AKRBP.OL
BW LPG,NO,2908411215,3239252336,1444,BWLPG.OL
DNB Bank,NO,40329906542,8195327103,11649,DNB.OL
Equinor,NO,88371028037,105607476636,24140,EQNR.OL
Frontline,NO,7582242991,2049532710,85,FRO.OL
Gjensidige Forsikring,NO,13167289720,4445794393,4150,GJF.OL
Golden Ocean Group,NO,1514018692,849532710,44,GOGL.OL
Hafnia,NO,3379439252,2189719626,4000,HAFNI.OL
Höegh Autoliners,NO,2906542056,1325233645,1660,HAUTO.OL
Kongsberg Gruppen,NO,23197196262,3339252336,7586,KOG.OL
Mowi,NO,9821495327,6202803738,13324,MOWI.OL
MPC Container Ships,NO,1111214953,463551402,40,MPCC.OL
Nordic Semiconductor,NO,3104672897,642056075,1433,NOD.OL
Norsk Hydro,NO,15747663551,19125233645,33400,NHY.OL
Norwegian Air Shuttle,NO,1228037383,3559813084,8992,NAS.OL
Orkla,NO,9632710280,6707476636,18616,ORK.OL
SalMar,NO,6368224299,2675700935,3574,SALM.OL
Storebrand,NO,7841121495,10120560748,2490,STB.OL
Subsea 7,NO,9288785047,6686915888,13821,SUBC.OL
Telenor,NO,17005607477,7039252336,9819,TEL.OL
TGS,NO,2681308411,1256074766,1640,TGS.OL
Tomra Systems,NO,2835514019,1508411215,5800,TOM.OL
Vår Energi,NO,11373831776,9875700935,1433,VAR.OL
Wallenius Wilhelmsen,NO,5583177570,4729906542,12000,WAWI.OL
Yara International,NO,10598130841,15313084112,15702,YAR.OL
ABB,SE,165714285714,33000952381,112700,ABB.ST
Addtech,SE,8797142857,2194285714,4962,ADDT-B.ST
Alfa Laval,SE,22524761905,6707619048,24399,ALFA.ST
Assa Abloy,SE,36401904762,14424761905,63939,ASSA-B.ST
AstraZeneca,SE,242857142857,54779047619,96100,AZN.ST
Atlas Copco,SE,89605714286,16182857143,56473,ATCO-A.ST
Boliden,SE,13421904762,9872380952,7500,BOL.ST
Epiroc,SE,26747619048,5941904762,19086,EPI-A.ST
EQT,SE,34652380952,3131428571,1912,EQT.ST
Ericsson,SE,29238095238,21671428571,86536,ERIC-B.ST
Essity,SE,18110476190,13101904762,36000,ESSITY-B.ST
Evolution,SE,12580000000,2163809524,16714,EVO.ST
Handelsbanken,SE,27209523810,5363809524,11670,SHB-A.ST
Hennes & Mauritz,SE,24873333333,21016190476,132403,HM-B.ST
Hexagon,SE,20432380952,5671428571,16118,HEXA-B.ST
Industrivärden,SE,21776190476,6028571429,15,INDU-C.ST
Investor,SE,116190476190,31240000000,21005,INVE-B.ST
Lifco,SE,13635238095,2786666667,8140,LIFCO-B.ST
Nibe Industrier,SE,7103809524,3887619048,20500,NIBE-B.ST
Nordea Bank,SE,39744000000,12682440000,29153,NDA-SE.ST
Saab,SE,30102857143,8399047619,28667,SAAB-B.ST
Sandvik,SE,41083809524,12297142857,41962,SAND.ST
Svenska Cellulosa (SCA),SE,7069523810,2179047619,3500,SCA-B.ST
SEB,SE,40428571429,7099047619,18400,SEB-A.ST
Skanska,SE,10399047619,16584761905,26043,SKA-B.ST
SKF,SE,11051428571,8525714286,36927,SKF-B.ST
Swedbank,SE,39576190476,6589523810,17346,SWED-A.ST
Tele2,SE,10627619048,2868571429,4097,TEL2-B.ST
Telia Company,SE,16840952381,7793333333,14552,TELIA.ST
Volvo,SE,67402857143,44907619048,89299,VOLV-B.ST
