Adidas	DE	DAX40	Apparel
Airbus	DE	DAX40	Aerospace & Defence
Allianz	DE	DAX40	Financial Services
BASF	DE	DAX40	Chemicals
Bayer	DE	DAX40	Pharmaceuticals
Beiersdorf	DE	DAX40	Consumer Goods
BMW	DE	DAX40	Automotive
Brenntag	DE	DAX40	Distribution
Commerzbank	DE	DAX40	Financial Services
Continental	DE	DAX40	Automotive
Daimler Truck	DE	DAX40	Automotive
Deutsche Bank	DE	DAX40	Financial Services
Deutsche Börse	DE	DAX40	Financial Services
Deutsche Post	DE	DAX40	Logistics
Deutsche Telekom	DE	DAX40	Telecommunication
E.ON	DE	DAX40	Utilities
Fresenius	DE	DAX40	Healthcare
Fresenius Medical Care	DE	DAX40	Healthcare
GEA Group	DE	DAX40	Mechanical Engineering
Hannover Re	DE	DAX40	Insurance
Heidelberg Materials	DE	DAX40	Construction Materials
Henkel	DE	DAX40	Consumer Goods
Infineon Technologies	DE	DAX40	Technology
Mercedes-Benz Group	DE	DAX40	Automotive
Merck	DE	DAX40	Pharmaceuticals
MTU Aero Engines	DE	DAX40	Aerospace & Defence
Munich Re	DE	DAX40	Insurance
Porsche SE	DE	DAX40	Automotive
Qiagen	DE	DAX40	Biotech
Rheinmetall	DE	DAX40	Aerospace & Defence
RWE	DE	DAX40	Utilities
SAP	DE	DAX40	Technology
Scout24	DE	DAX40	E-Commerce
Siemens	DE	DAX40	Industrials
Siemens Energy	DE	DAX40	Energy Technology
Siemens Healthineers	DE	DAX40	Medical Equipment
Symrise	DE	DAX40	Chemicals
Volkswagen Group	DE	DAX40	Automotive
Vonovia	DE	DAX40	Real Estate
Zalando	DE	DAX40	E-Commerce
