ABB	SE	OMXS30	Industrials
Addtech	SE	OMXS30	Industrials
Alfa Laval	SE	OMXS30	Industrials
Assa Abloy	SE	OMXS30	Industrials
AstraZeneca	SE	OMXS30	Healthcare
Atlas Copco	SE	OMXS30	Industrials
Boliden	SE	OMXS30	Mining
Epiroc	SE	OMXS30	Industrials
EQT	SE	OMXS30	Financials
Ericsson	SE	OMXS30	Telecom Equipment
Essity	SE	OMXS30	Consumer Staples
Evolution	SE	OMXS30	Gaming
Handelsbanken	SE	OMXS30	Banks
Hennes & Mauritz	SE	OMXS30	Retail
Hexagon	SE	OMXS30	Technology
Industrivärden	SE	OMXS30	Investment
Investor	SE	OMXS30	Investment
Lifco	SE	OMXS30	Industrials
Nibe Industrier	SE	OMXS30	Industrials
Nordea Bank	SE	OMXS30	Banks
Saab	SE	OMXS30	Defense
Sandvik	SE	OMXS30	Industrials
Svenska Cellulosa (SCA)	SE	OMXS30	Materials
SEB	SE	OMXS30	Banks
Skanska	SE	OMXS30	Construction
SKF	SE	OMXS30	Industrials
Swedbank	SE	OMXS30	Banks
Tele2	SE	OMXS30	Telecom
Telia Company	SE	OMXS30	Telecom
Volvo	SE	OMXS30	Automotive
