International Holding Company	AE	ADX_DFM	Investment
TAQA	AE	ADX_DFM	Utilities
ADNOC Gas	AE	ADX_DFM	Energy
First Abu Dhabi Bank	AE	ADX_DFM	Banks
Emirates NBD	AE	ADX_DFM	Banks
e& (Emirates Telecom)	AE	ADX_DFM	Telecom
Dubai Electricity and Water Authority	AE	ADX_DFM	Utilities
Abu Dhabi Commercial Bank	AE	ADX_DFM	Banks
Emaar Properties	AE	ADX_DFM	Real Estate
ADNOC Drilling	AE	ADX_DFM	Energy
Abu Dhabi Islamic Bank	AE	ADX_DFM	Banks
Alpha Dhabi Holding	AE	ADX_DFM	Investment
Multiply Group	AE	ADX_DFM	Investment
Borouge	AE	ADX_DFM	Chemicals
Aldar Properties	AE	ADX_DFM	Real Estate
Emirates Integrated Telecommunications (du)	AE	ADX_DFM	Telecom
Dubai Islamic Bank	AE	ADX_DFM	Banks
Emaar Development	AE	ADX_DFM	Real Estate
Mashreqbank	AE	ADX_DFM	Banks
ADNOC (Abu Dhabi National Oil Company)	AE	ADX_DFM	Energy
Modon Holding	AE	ADX_DFM	Real Estate
ADNOC Logistics & Services	AE	ADX_DFM	Logistics
Ooredoo	AE	ADX_DFM	Telecom
Salik Company	AE	ADX_DFM	Transport
MBME Group	AE	ADX_DFM	Technology
Commercial Bank of Dubai	AE	ADX_DFM	Banks
Abu Dhabi Ports	AE	ADX_DFM	Ports
Pure Health Holding	AE	ADX_DFM	Healthcare
Fertiglobe	AE	ADX_DFM	Chemicals
Presight AI	AE	ADX_DFM	Technology
National Marine Dredging	AE	ADX_DFM	Construction
RAKBANK	AE	ADX_DFM	Banks
Americana Restaurants	AE	ADX_DFM	Restaurants
Parkin	AE	ADX_DFM	Transport
TECOM Group	AE	ADX_DFM	Real Estate
Dubai Investments	AE	ADX_DFM	Investment
National Bank of Fujairah	AE	ADX_DFM	Banks
Sharjah Islamic Bank	AE	ADX_DFM	Banks
Apex Investment	AE	ADX_DFM	Investment
Dubai Financial Market	AE	ADX_DFM	Financials
