A.P. Møller-Mærsk	DK	OMXC25	Shipping
Sydbank	DK	OMXC25	Banks
Ambu	DK	OMXC25	Healthcare
Carlsberg	DK	OMXC25	Beverages
Coloplast	DK	OMXC25	Healthcare
Danske Bank	DK	OMXC25	Banks
Demant	DK	OMXC25	Healthcare
DSV	DK	OMXC25	Logistics
FLSmidth	DK	OMXC25	Industrials
Genmab	DK	OMXC25	Pharma
GN Store Nord	DK	OMXC25	Healthcare
ISS	DK	OMXC25	Services
Jyske Bank	DK	OMXC25	Banks
NKT	DK	OMXC25	Industrials
Nordea Bank	DK	OMXC25	Banks
Novo Nordisk	DK	OMXC25	Pharma
Novonesis	DK	OMXC25	Biotech
Pandora	DK	OMXC25	Consumer Goods
Rockwool	DK	OMXC25	Building Materials
Royal Unibrew	DK	OMXC25	Beverages
Tryg	DK	OMXC25	Insurance
Vestas Wind Systems	DK	OMXC25	Energy
Zealand Pharma	DK	OMXC25	Pharma
Ørsted	DK	OMXC25	Utilities
